topicId,rank,docId,filename
12,1,0,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Aragon_ParisPeasant.txt
12,2,7,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Crevel_Babylon.txt
12,3,4,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_Nadja.txt
12,4,1,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/BretonSoupault_TheMagneticFields.txt
12,5,11,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Peret_DeathToThePigs.txt
12,6,10,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Eluard_ShadowAndSun.txt
12,7,9,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Eluard_LettersToGala.txt
12,8,8,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Desnos_ThePunishmentsOfHell.txt
12,9,3,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_MiscellaneousPoetry.txt
12,10,5,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_TheExquisiteCorpseItsExaltation.txt
12,11,6,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/BunuelDali_UnChienAndalou.txt
13,0,2,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_ManifestoesOfSurrealism.txt
13,1,4,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_Nadja.txt
13,2,5,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_TheExquisiteCorpseItsExaltation.txt
13,3,0,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Aragon_ParisPeasant.txt
13,4,11,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Peret_DeathToThePigs.txt
13,5,10,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Eluard_ShadowAndSun.txt
13,6,9,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Eluard_LettersToGala.txt
13,7,8,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Desnos_ThePunishmentsOfHell.txt
13,8,7,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Crevel_Babylon.txt
13,9,6,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/BunuelDali_UnChienAndalou.txt
13,10,3,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_MiscellaneousPoetry.txt
13,11,1,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/BretonSoupault_TheMagneticFields.txt
14,0,11,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Peret_DeathToThePigs.txt
14,1,0,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Aragon_ParisPeasant.txt
14,2,1,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/BretonSoupault_TheMagneticFields.txt
14,3,8,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Desnos_ThePunishmentsOfHell.txt
14,4,4,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_Nadja.txt
14,5,2,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_ManifestoesOfSurrealism.txt
14,6,10,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Eluard_ShadowAndSun.txt
14,7,9,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Eluard_LettersToGala.txt
14,8,7,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Crevel_Babylon.txt
14,9,6,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/BunuelDali_UnChienAndalou.txt
14,10,5,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_TheExquisiteCorpseItsExaltation.txt
14,11,3,file:/C:/Users/Suzi/Documents/GitHub/compmeth21/Corpus_S/Breton_MiscellaneousPoetry.txt
